Texto,Sarcasmo,len_chars,len_words
Tres detenidos por amenazar con palos a los acampados por Gaza en la Complutense,0,80,14
¿Qué tal? ¿Qué tal el baile?,0,28,6
Estos son los diez ruidos más comunes que escuchan los españoles en sus casas,1,77,14
"Qué bien, otra serie más que terminará en decepción.",1,52,9
Las frases de la infanta Cristina ante el tribunal del «caso Nóos»,1,66,12
La Línea: «No toda la cocina de la India lleva picante»,0,55,11
Amancio Ortega encuentra 200 millones de euros en un abrigo del año pasado,1,74,13
Nace la próxima novia de Leonardo Di Caprio,1,43,8
La Gran Final de las Series Mundiales de triatlón se traslada de Málaga a Torremolinos,0,86,15
Frases más utilizadas en el chat de Tinder,1,42,8
Una primavera de risas y gastronomía en La Galería Gastromercado,0,64,10
"¿Quién soy? Soy el tiempo. Soy el tiempo. Oh, Dios. Sentí como nuestras almas se unificaron y fuimos uno con la eternidad.",0,122,22
"Las jugadoras del Ciudad de Málaga, nuevas reinas de Europa",0,59,10
"Primer cumpleaños sin María Teresa Campos: Sus hijas, cabizbajas en este marcado día",0,84,13
"Hoy tengo ganas de ver el partido de mi equipo favorito, espero que ganen.",0,74,14
Sergio Ramos estará entre cuatro y cinco semanas de baja tras chutar el Balón de Oro,1,84,16
Las efemérides más destacadas del 18 de abril,0,45,8
A veces las cosas tienen que empeorar antes de mejorar,0,54,10
Qué afortunado soy de ser la única persona en esta oficina que responde correos.,1,80,14
Bosteza frente a un espejo y lleva siete años contagiándoselo,1,61,10
Qué suerte que la serie acaba justo cuando empezaba a ponerse interesante.,1,74,12
"El juez de los ERE abre una pieza por la concesión irregular de 1,5 millones en ayudas a Siemens",0,96,19
El mayor cheque en la historia de los grandes busca dueño en el US Open,0,71,15
La embajadora de Israel rechaza la palabra “genocidio” en una tensa entrevista y prefiere la expresión “absolute winning”,1,121,18
"En Wimbledon, todo el mundo quiere a Christopher Eubanks",0,56,9
Chengdu: la metrópoli de los osos panda,0,39,7
Skynet llama a revisión a Esperanza Aguirre,1,43,7
Von der Leyen a la Comisión y Costa al Consejo: el primer esbozo de socialdemócratas y populares para los puestos de la UE,0,122,23
La mujer de Sigmund Freud,0,25,5
"Menéndez, en cuartos de final del Challenger de Suzhou, en China",0,64,11
El esfuerzo que he puesto en mi trabajo ha sido reconocido por mis colegas.,0,75,14
India inaugura la estatua más grande del mundo con un mensaje nacionalista,0,74,12
Varios hombres crean un club privado donde practicar el «manspreading»,1,70,10
¿Y cómo sabes que no te gusta?,0,30,7
Así será el primer aterrizaje europeo en Marte,1,46,8
"«Para DKV resulta esencial ofrecer una atención personalizada, individualizada, eficaz e inmediata»",0,99,12
Interrumpen una productiva mañana en Facebook con diversos temas del trabajo,1,76,11
Las autonomías recuperan el gasto en bienestar social tras los recortes de la crisis financiera,0,95,15
Caen tres carteristas que fingían ser turistas tras hurtar a una mujer un bolso con 2.000 euros,0,95,17
" Esa no es una respuesta, porque no soy la revista Cosmo ¿de acuerdo? Soy tu madre, Soy doctora",0,95,18
Tercera salida para arreglar una avería en la Estación Espacial,0,63,10
"El ministro de Fomento, sobre las autopistas: “No me gusta que pongan esas etiquetas”",1,85,14
“El ritmo de entrada de especies invasoras se ha vuelto frenético”,0,66,11
" Donatas, cuts para arranconuts.",0,32,4
Audiencias: Los miembros de La Manada cumplirán su condena en la isla de Supervivientes,1,87,14
Obama sigue la estela de Abraham Lincoln,0,40,7
Los cinco mejores origamis hechos por directores de Recursos Humanos con tu currículum,1,86,13
"Nemo, la victoria aplastante del primer ganador no binario en el Eurovisión más polémico",0,88,14
"Rafa, exadicto al juego: “Cogí todo lo que tenía en el banco y me lo jugué a un único set de tenis de mesa”",0,107,24
"El espíritu de 'el abuelo del Unicaja', presente en el Carpena",0,62,11
El tenis de mesa se profesionaliza,0,34,6
Aterriza en Bilbao el turista español hospitalizado en Tailandia por una pancreatitis grave,0,91,13
Dani Rovira culpa a los españoles de elegirlo para presentar los Goya,1,69,12
El fiscal general: “Procede amnistiar las conductas y levantar las medidas cautelares a los encausados del ‘procés”,0,115,17
Isaac Newton calculó la fecha del fin del mundo,0,47,9
Cómo cuidar de tus plantas correctamente,1,40,6
Barreras al reciclaje,0,21,3
¿Cómo es para un ciego comer en un restaurante?,0,47,9
El Primavera Sound empieza con una descolocadora advocación a la Virgen María,0,77,12
Puigdemont pide al juez Llarena que se retire la orden de detención en aplicación de la amnistía,0,96,17
Iglesias encarga a Íñigo Errejón que dirija «Podemos Junior»,1,60,9
Las autoridades intentan disolver la manifestación independentista con música de Melendi,1,88,11
El debate sobre la abuela española de Beethoven,0,47,8
Nuevas licencias en transmisión de datos,0,40,6
El director de la central de Fukushima tiene algo importante que anunciar pero no sabe cómo decirlo porque es consciente de que tenemos muchas cosas en la cabeza ahora mismo,1,173,30
" Hola, grandullón.",0,18,2
Las efemérides más destacadas del 19 de junio,0,45,8
Tres lugares perfectos para refugiarse del frío y tener una cita en Madrid,0,74,13
Florida evalúa los daños dejados por ‘Idalia’,0,45,7
Winston Churchill teorízó sobre los extraterrestres,0,51,6
¿Ha tocado techo el Estado del bienestar?,0,41,7
Una guardería de hurones para estudiar cómo los niños se contagian la gripe,0,75,13
"Los excesos de Elizabeth Taylor y Richard Burton: viajar con 156 maletas, reservar 21 habitaciones en un hotel o pedir un menú para sus perros",0,142,25
¿Qué sabemos de la huelga de taxis?,1,35,7
Hugo Chávez y Adam Smith,0,24,5
Diversas quejas arbitrales hacen que millones de españoles se enteren de que ha vuelto La Liga,1,94,16
"Chen Boda, secretario personal de Mao Zedong",0,44,7
La Europa imposible de Nacionalistas sin Fronteras,0,50,7
"El rapero Duki nos habla de la política argentina, su “llanto fácil” y Emilia Mernes",0,84,15
Condenado por robar una caja fuerte con 20.000 euros de la casa hermandad del Huerto,0,84,15
Un equipo de paleontólogos encuentra un esqueleto completo de Manuel Fraga,1,74,11
¿Qué dice de ti el color de las paredes de tu casa?,1,51,12
Zara retira un vestido después de vértelo puesto,1,48,8
Para cinéfilos de alto rendimiento,0,34,5
Los mejores Knop-El-Morkks de 2016,1,34,5
Carles Casajuana novela su fascinación por Kuala Lumpur,0,55,8
Se incendia un hotel que fue construido sobre una antigua hoguera india,1,71,12
La ministra de Agricultura empieza a recoger las primeras mandarinas de la temporada,1,84,13
Los mejores regalos para acertar esta Navidad,1,45,7
Previsión meteorológica: las fotos que nos mandan los espectadores,1,66,9
Los fabricantes chinos piden a su Gobierno que responda con una subida de aranceles a los coches europeos,0,105,18
Kevin Spacey vuelve al cine tras cinco años de veto,0,51,10
Detenidos 14 integrantes de una mafia china que traficaba con compatriotas con escala en Gibraltar,0,98,15
Subastan un traje de astronauta y una bandera de Neil Amstrong,0,62,11
El verdadero peligro de las freidoras de aire,0,45,8
El número de jóvenes que ni estudian ni trabajan crece en Marruecos a pesar de los buenos datos macro,0,101,19
Fantasmas color sepia en hoteles de lujo,0,40,7
Agacharse para hacer fotos al perro es ya el único ejercicio que realizan los españoles,1,87,15
Un policía jubilado decapita a su pareja y se suicida en Madrid,0,63,12
La plaga de la cebolla frita de bolsa,0,37,8
Crean una aceituna que se desintegra al quedarse sola en el plato,1,65,12
La AEC y la SEDAR reivindican la seguridad en los quirófanos de los hospitales españoles,0,88,15
Campaña contra la basura en las playas la Noche de San Juan en Málaga,0,69,14
Gazpacho y 'cous-cous',0,22,3
Los mejores ruidos que hemos escuchado en casa por la noche este 2017,1,69,13
Puigdemont insiste en una investidura por Skype y que le permita estar en pantalones de pijama,1,94,16
Fallece un brigadista en un incendio forestal en Ourense,0,56,9
Lavapiés se pone el sari,0,24,5
Bollería con helado: los mejores sitios para gozar de una tradición siciliana al alza en España,0,95,16
"Oye, así son los ricos. Pagan un montón por disfrutar de unas vacaciones sin consecuencias. Sin muertes, sin enfermedades, sin desmembramientos, ni siquiera un infarto.",0,168,25
El sí de la asamblea de Marie Claire a la oferta del grupo polaco mina las opciones de Ferrys para la compra de la textil,0,121,25
"Casa Mùi, la taberna heredera de los curris del mítico Sudestada en Madrid",0,74,13
"Ahora que tiene el coronavirus, Fernando Simón admite que es «como una gripe»",1,77,13
"Un oso, agobiadísimo porque ya es casi febrero y aún no ha logrado dormirse",1,75,14
" Alan, intenta no quemarle la casa.",0,35,6
Siete ensaladas fáciles con cuscús,0,34,5
Correos recuerda que para mandar a tomar por culo hacen falta tres sellos,1,73,13
Un home compra Ciudadanos a Wallapop per 50 euros,1,49,9
El coronavirus no se atreve a contagiar al último madrileño de la vergüenza,1,75,13
Cómo engañar a tus hijos para que coman verdura,1,47,9
"¿Qué es más rentable, alquilar, comprar o pedirle a un amigo que te deje dormir unos días en su sofá y, poco a poco, quedarte a vivir con él sin que se atreva a echarte?",1,169,35
"'La Divina Comedia en el arte', la obra de Dante a través de los ojos de Dalí, Doré o Barceló",0,93,20
"Cientos de clientes de Telepizza no entienden por qué llevan semanas recibiendo bistecs, ensalada y fruta y se preguntan dónde están las pizzas que han pedido",1,158,26
Detenido un matrimonio por falsificar los controles de calidad en la construcción,0,81,12
Los asturianos tendrán que llevar a sus cachopos atados con una correa cuando los saquen a pasear,1,97,17
La camisa de Camacho del Mundial 2002 se seca al fin,1,52,11
¿Existe un sistema electoral sin voto útil?,0,43,7
No se atreven a visitar al abuelo «por si está muerto»,1,54,11
La mochila de Glovo ya es el complemento de moda más utilizado por los millennials,1,82,15
Una tetera está esperando que la inclinen un grado para tirar todo el té,1,72,14
Wikia Search ya compite con Google,0,34,6
Las mejores máquinas manuales para hacer pasta,0,46,7
Nietzsche o el arte de cultivar las ideas al aire libre,0,55,11
Los directores de esta serie han hecho un trabajo excepcional.,0,62,10
Alejandro Davidovich tampoco remonta el vuelo en Queen's,0,56,8
Rajoy seguirá el escrutinio con las gafas de realidad virtual,1,61,10
No quiero masturbarme. Quiero conquistar el mundo.,1,50,7
La reforma de plaza de España de Madrid incluirá un paso de peatones transversal y un psicótico que alertará sobre el fin del mundo,1,131,24
"Sailwiz, la empresa que te permite compartir barco y que explica las fotos de tu ex en Instagram",1,96,18
"Audiencias: tras ‘Los desayunos’, Televisión Española presenta ahora ‘Los kebabs de las cinco de la mañana’",1,107,16
Nobel de Medicina para el hombre que descifró el ADN de los neandertales con muestras de saliva de su cuñado Alfonso,1,116,21
Los mejores tapones para dormir,0,31,5
La vida es cañón para Alcalá Norte: historia del grupo en boca de todo el mundo,0,79,16
Descubren a 15 indigentes viviendo en la web de Renfe,1,53,10
Al menos ocho muertos en el derrumbe de un hotel en la ciudad china de Suzhou,0,77,16
Tu carta astral,0,15,3
"Las golfas no tienen que escucharte, Charlie.",0,45,7
Metro de Barcelona se rinde y pide a los pasajeros que entreguen sus pertenencias a los ladrones,1,96,17
Pau Gasol se retira del baloncesto para dedicarse a crecer como persona,1,71,12
Bruselas ratifica que el plan de recuperación que pactó con el Gobierno prevé peajes en 2024,0,92,16
Las bebidas de verano favoritas de nuestros lectores: del ‘blanco y negro’ al ‘papelón’ venezolano,0,98,15
"Rajoy participará en «Fama, a bailar» con el himno de España cantado por Marta Sánchez",1,86,15
Bioética avala la segunda dosis de AstraZeneca para los menores de 60 años,0,74,13
Un espejo malo comprado en el Rastro se rompe y solo es capaz de dar dos años de mala suerte,1,92,20
Los clientes que deseen usar el baño en un bar tendrán que demostrar que se están cagando,1,89,17
Interrumpe un coito para cambiar el ticket del parking,1,54,9
Un crimen en Calcuta,0,20,4
Alley oop de Brewer y Superman Howard,0,37,7
"Trueno, el veinteañero que hace historias mientras su generación hace ‘stories’",0,79,11
"Tras 100 días en la Casa Blanca, Trump empieza a entender que ser presidente tampoco funciona para hacerle feliz",1,112,19
Gaspar Llamazares vota a Gaspar Llamazares en una papeleta en la que ha escrito a mano “Yo Gaspar Llamazares”,1,109,19
Una cena de Navidad sin pasarse horas en la cocina,0,50,10
Arturo Pérez-Reverte usa un brazo robótico de titanio para firmar ejemplares en el Día del Libro,1,96,16
Starbucks logra de algún modo que un granizado esté hirviendo,1,61,10
Antonio Banderas no sabe qué colonia ‘by Antonio Banderas’ ponerse esta mañana,1,78,12
"El mono académico de la RAE propone la incorporación al diccionario de «djkwjk», «axjwsfhjefhue» y «fewfewfg4gqgqg»",1,115,16
Miles de españoles de todo el país sacan la estelada al balcón tras la actuación de España en el Mundial,1,104,20
Las cinco noticias clave de la semana,1,37,7
Residencias y familias apremian al Govern a actualizar el protocolo contra la covid tras el fin de las mascarillas,0,114,19
El nuevo AVE a Galicia consiste en un hombre que te aguanta el paraguas mientras tú caminas por la vía,1,102,20
"Papá Noel, incapaz de saber qué niño ha sido bueno o malo este año porque ha estado leyendo sobre relativismo moral",1,115,21
"Puigdemont, muy intranquilo con el hecho de que Oriol Junqueras haya comprado un billete a Waterloo nada más salir de la cárcel",1,127,22
